situacion,pct_detecciones,pct_area_quemada,pct_aleatorio
Abierto (<20 % de bosque alrededor),67.22972972972973,61.59685854621761,33.833333333333336
Borde (20–80 %),27.364864864864863,32.69970026093951,28.2
Interior de bosque (>80 %),5.405405405405405,5.703441192842876,37.96666666666667
