situacion,pct_detecciones,pct_area_quemada,pct_aleatorio
Abierto (<20 % de bosque alrededor),76.87074829931973,66.66658290814419,33.833333333333336
Borde (20–80 %),21.428571428571427,28.125068416676367,28.2
Interior de bosque (>80 %),1.7006802721088434,5.208348675179449,37.96666666666667
