situacion,pct_detecciones,pct_area_quemada,pct_aleatorio
Abierto (<20 % de bosque alrededor),72.05882352941177,61.4034634597331,33.833333333333336
Borde (20–80 %),27.941176470588236,36.842154613265656,28.2
Interior de bosque (>80 %),0,1.7543819270012389,37.96666666666667
