situacion,pct_detecciones,pct_area_quemada,pct_aleatorio
Abierto (<20 % de bosque alrededor),58.91089108910891,61.59685854621761,33.833333333333336
Borde (20–80 %),33.16831683168317,32.69970026093951,28.2
Interior de bosque (>80 %),7.920792079207921,5.703441192842876,37.96666666666667
